OrderID,OrderDate,CustomerID,ProductID,Region,Quantity,UnitPrice,Discount,GrossSales,DiscountAmount,SalesAmount,Cost,Profit
O00636,2025-11-18,C0061,P005,North,5.0,4500,0.0,22500,0.0,22500.0,17654.13,4845.87
O00637,2024-04-25,C0030,P003,East,3.0,42000,0.02,126000,2520.0,123480.0,94398.42,29081.58
O00638,2024-04-18,C0066,P009,West,4.0,1800,0.1,7200,720.0,6480.0,4226.61,2253.39
O00639,2024-12-03,C0094,P015,North,2.0,500,0.02,1000,20.0,980.0,558.16,421.84
O00640,2025-01-06,C0083,P003,South,3.0,42000,0.0,126000,0.0,126000.0,75267.53,50732.47
O00641,2025-05-20,C0095,P004,North,5.0,22000,0.05,110000,5500.0,104500.0,88350.61,16149.39
O00642,2024-10-22,C0003,P008,North,2.0,12000,0.1,24000,2400.0,21600.0,18489.56,3110.44
O00643,2025-10-29,C0046,P003,West,1.0,42000,0.05,42000,2100.0,39900.0,29031.68,10868.32
O00644,2024-12-12,C0023,P010,South,2.0,1200,0.0,2400,0.0,2400.0,1947.77,452.23
O00645,2024-04-04,C0092,P004,South,2.0,22000,0.05,44000,2200.0,41800.0,25941.4,15858.6
O00646,2024-03-28,C0072,P002,North,3.0,65000,0.02,195000,3900.0,191100.0,136689.27,54410.73
O00647,2025-12-12,C0033,P004,West,1.0,22000,0.05,22000,1100.0,20900.0,13188.34,7711.66
O00648,2024-04-08,C0057,P014,North,1.0,700,0.02,700,14.0,686.0,442.92,243.08
O00649,2025-11-23,C0061,P015,East,2.0,500,0.0,1000,0.0,1000.0,803.84,196.16
O00650,2024-07-22,C0050,P008,North,3.0,12000,0.02,36000,720.0,35280.0,28239.67,7040.33
O00651,2024-03-09,C0048,P007,North,1.0,9000,0.05,9000,450.0,8550.0,5197.37,3352.63
O00652,2024-08-10,C0006,P013,East,2.0,10500,0.02,21000,420.0,20580.0,12964.91,7615.09
O00653,2025-03-25,C0046,P003,North,2.0,42000,0.0,84000,0.0,84000.0,59683.43,24316.57
O00654,2024-11-08,C0035,P010,East,1.0,1200,0.05,1200,60.0,1140.0,679.88,460.12
O00655,2025-07-28,C0082,P011,North,2.0,2200,0.1,4400,440.0,3960.0,3073.5,886.5
O00656,2025-03-22,C0087,P011,East,2.0,2200,0.0,4400,0.0,4400.0,3114.38,1285.62
O00657,2024-10-19,C0076,P004,West,1.0,22000,0.05,22000,1100.0,20900.0,13828.35,7071.65
O00658,2025-04-08,C0004,P011,East,4.0,2200,0.05,8800,440.0,8360.0,5536.46,2823.54
O00659,2025-12-11,C0085,P010,North,1.0,1200,0.02,1200,24.0,1176.0,734.22,441.78
O00660,2024-10-28,C0040,P014,East,3.0,700,0.15,2100,315.0,1785.0,1685.53,99.47
O00661,2024-04-22,C0042,P003,West,4.0,42000,0.1,168000,16800.0,151200.0,110039.19,41160.81
O00662,2024-10-25,C0095,P010,North,5.0,1200,0.02,6000,120.0,5880.0,4248.14,1631.86
O00663,2025-09-06,C0087,P013,North,3.0,10500,0.0,31500,0.0,31500.0,19889.89,11610.11
O00664,2024-06-08,C0006,P005,West,3.0,4500,0.02,13500,270.0,13230.0,9986.21,3243.79
O00665,2025-11-24,C0036,P012,North,4.0,14500,0.0,58000,0.0,58000.0,33488.57,24511.43
O00666,2025-03-06,C0075,P002,East,5.0,65000,0.05,325000,16250.0,308750.0,185036.55,123713.45
O00667,2025-03-15,C0054,P011,East,2.0,2200,0.1,4400,440.0,3960.0,3304.21,655.79
O00668,2024-08-19,C0026,P010,North,4.0,1200,0.1,4800,480.0,4320.0,3581.76,738.24
O00669,2025-11-03,C0053,P003,South,3.0,42000,0.02,126000,2520.0,123480.0,78315.35,45164.65
O00670,2024-01-27,C0087,P001,East,1.0,85000,0.02,85000,1700.0,83300.0,54898.32,28401.68
O00671,2024-08-06,C0023,P012,North,4.0,14500,0.0,58000,0.0,58000.0,46890.7,11109.3
O00672,2024-11-01,C0075,P004,West,5.0,22000,0.05,110000,5500.0,104500.0,63598.61,40901.39
O00673,2024-12-14,C0074,P008,North,1.0,12000,0.0,12000,0.0,12000.0,7193.4,4806.6
O00674,2024-12-12,C0089,P001,South,1.0,85000,0.1,85000,8500.0,76500.0,56619.38,19880.62
O00675,2024-04-18,C0030,P015,West,5.0,500,0.1,2500,250.0,2250.0,1565.42,684.58
O00676,2024-06-13,C0022,P009,North,3.0,1800,0.0,5400,0.0,5400.0,3916.25,1483.75
O00677,2024-03-10,C0055,P014,West,2.0,700,0.05,1400,70.0,1330.0,1031.05,298.95
O00678,2025-02-22,C0054,P003,North,4.0,42000,0.05,168000,8400.0,159600.0,116276.96,43323.04
O00679,2024-09-13,C0041,P004,South,2.0,22000,0.1,44000,4400.0,39600.0,31461.02,8138.98
O00680,2025-02-17,C0078,P010,North,2.0,1200,0.05,2400,120.0,2280.0,1600.86,679.14
O00681,2025-03-07,C0080,P010,East,2.0,1200,0.0,2400,0.0,2400.0,1812.73,587.27
O00682,2025-05-28,C0025,P012,West,3.0,14500,0.05,43500,2175.0,41325.0,24419.45,16905.55
O00683,2025-02-03,C0080,P014,West,1.0,700,0.0,700,0.0,700.0,444.14,255.86
O00684,2025-04-18,C0024,P013,West,2.0,10500,0.05,21000,1050.0,19950.0,15430.72,4519.28
O00685,2025-03-05,C0041,P003,East,2.0,42000,0.0,84000,0.0,84000.0,53676.35,30323.65
O00686,2025-04-21,C0003,P005,West,1.0,4500,0.05,4500,225.0,4275.0,2570.42,1704.58
O00687,2025-03-26,C0035,P014,South,4.0,700,0.1,2800,280.0,2520.0,1800.83,719.17
O00688,2024-08-19,C0096,P009,West,1.0,1800,0.0,1800,0.0,1800.0,1335.79,464.21
O00689,2024-06-29,C0045,P014,East,5.0,700,0.02,3500,70.0,3430.0,2040.28,1389.72
O00690,2025-07-29,C0072,P009,West,1.0,1800,0.05,1800,90.0,1710.0,1342.17,367.83
O00691,2024-09-07,C0011,P001,North,2.0,85000,0.0,170000,0.0,170000.0,129093.42,40906.58
O00692,2025-02-05,C0064,P008,South,1.0,12000,0.05,12000,600.0,11400.0,8658.37,2741.63
O00693,2024-05-23,C0038,P013,East,2.0,10500,0.05,21000,1050.0,19950.0,12934.81,7015.19
O00694,2024-11-11,C0075,P010,North,4.0,1200,0.02,4800,96.0,4704.0,3683.66,1020.34
O00695,2025-01-22,C0093,P002,North,1.0,65000,0.1,65000,6500.0,58500.0,39513.47,18986.53
O00696,2025-04-02,C0054,P004,West,3.0,22000,0.05,66000,3300.0,62700.0,52441.73,10258.27
O00697,2025-01-19,C0011,P013,South,4.0,10500,0.05,42000,2100.0,39900.0,31113.36,8786.64
O00698,2024-09-20,C0048,P015,North,3.0,500,0.0,1500,0.0,1500.0,847.16,652.84
O00699,2025-12-04,C0013,P012,South,1.0,14500,0.0,14500,0.0,14500.0,11104.21,3395.79
O00700,2025-01-09,C0045,P002,South,4.0,65000,0.0,260000,0.0,260000.0,178551.63,81448.37
O00701,2025-08-13,C0007,P010,East,1.0,1200,0.1,1200,120.0,1080.0,806.66,273.34
O00702,2025-06-22,C0065,P013,West,1.0,10500,0.1,10500,1050.0,9450.0,6967.15,2482.85
O00703,2025-02-12,C0032,P010,West,3.0,1200,0.1,3600,360.0,3240.0,2569.64,670.36
O00704,2025-10-09,C0021,P009,East,2.0,1800,0.0,3600,0.0,3600.0,2684.29,915.71
O00705,2024-04-03,C0002,P008,East,1.0,12000,0.05,12000,600.0,11400.0,9502.96,1897.04
O00706,2025-11-04,C0089,P004,South,4.0,22000,0.1,88000,8800.0,79200.0,54885.17,24314.83
O00707,2025-09-13,C0084,P005,West,3.0,4500,0.05,13500,675.0,12825.0,9724.18,3100.82
O00708,2025-01-03,C0082,P012,North,5.0,14500,0.0,72500,0.0,72500.0,53310.16,19189.84
O00709,2025-06-20,C0006,P002,North,3.0,65000,0.1,195000,19500.0,175500.0,142778.07,32721.93
O00710,2025-01-15,C0035,P002,West,3.0,65000,0.0,195000,0.0,195000.0,133206.48,61793.52
O00711,2024-07-15,C0098,P006,West,5.0,3200,0.0,16000,0.0,16000.0,10489.22,5510.78
O00712,2025-08-07,C0058,P012,North,1.0,14500,0.1,14500,1450.0,13050.0,10959.71,2090.29
O00713,2024-06-28,C0013,P010,East,2.0,1200,0.05,2400,120.0,2280.0,1514.41,765.59
O00714,2024-08-17,C0015,P009,South,4.0,1800,0.02,7200,144.0,7056.0,4364.46,2691.54
O00715,2025-01-14,C0027,P009,South,2.0,1800,0.05,3600,180.0,3420.0,2510.55,909.45
O00716,2025-09-04,C0098,P002,North,5.0,65000,0.15,325000,48750.0,276250.0,202232.85,74017.15
O00717,2024-10-07,C0017,P005,North,2.0,4500,0.0,9000,0.0,9000.0,5030.76,3969.24
O00718,2024-12-27,C0091,P002,South,3.0,65000,0.1,195000,19500.0,175500.0,109965.46,65534.54
O00719,2024-01-31,C0068,P012,South,5.0,14500,0.02,72500,1450.0,71050.0,53479.83,17570.17
O00720,2024-03-25,C0093,P012,South,2.0,14500,0.0,29000,0.0,29000.0,23569.73,5430.27
O00721,2024-02-10,C0083,P004,North,5.0,22000,0.02,110000,2200.0,107800.0,74004.24,33795.76
O00722,2024-02-22,C0034,P005,West,1.0,4500,0.05,4500,225.0,4275.0,2653.68,1621.32
O00723,2025-09-26,C0083,P005,East,2.0,4500,0.0,9000,0.0,9000.0,6937.94,2062.06
O00724,2025-09-07,C0017,P014,West,3.0,700,0.02,2100,42.0,2058.0,1303.23,754.77
O00725,2025-08-23,C0030,P008,North,3.0,12000,0.05,36000,1800.0,34200.0,29477.49,4722.51
O00726,2024-02-10,C0022,P012,East,5.0,14500,0.05,72500,3625.0,68875.0,50900.9,17974.1
O00727,2024-02-26,C0014,P007,West,5.0,9000,0.05,45000,2250.0,42750.0,27576.49,15173.51
O00728,2024-07-24,C0010,P011,South,4.0,2200,0.1,8800,880.0,7920.0,6018.51,1901.49
O00729,2025-02-17,C0019,P008,North,4.0,12000,0.02,48000,960.0,47040.0,30746.54,16293.46
O00730,2024-09-01,C0013,P005,North,2.0,4500,0.02,9000,180.0,8820.0,6844.12,1975.88
O00731,2024-12-22,C0039,P014,North,5.0,700,0.05,3500,175.0,3325.0,2025.0,1300.0
O00732,2024-05-06,C0008,P011,South,4.0,2200,0.05,8800,440.0,8360.0,6876.24,1483.76
O00733,2025-06-18,C0007,P012,South,1.0,14500,0.0,14500,0.0,14500.0,10979.12,3520.88
O00734,2024-08-17,C0099,P015,North,5.0,500,0.02,2500,50.0,2450.0,1956.42,493.58
O00735,2024-02-18,C0009,P004,East,2.0,22000,0.0,44000,0.0,44000.0,34832.53,9167.47
O00736,2025-06-26,C0008,P002,North,3.0,65000,0.02,195000,3900.0,191100.0,119347.8,71752.2
O00737,2025-10-21,C0004,P009,South,3.0,1800,0.15,5400,810.0,4590.0,3729.63,860.37
O00738,2024-01-11,C0014,P005,East,5.0,4500,0.05,22500,1125.0,21375.0,17538.28,3836.72
O00739,2024-11-15,C0053,P007,North,2.0,9000,0.02,18000,360.0,17640.0,11734.11,5905.89
O00740,2025-08-27,C0083,P004,North,2.0,22000,0.05,44000,2200.0,41800.0,24917.64,16882.36
O00741,2025-05-31,C0074,P006,North,1.0,3200,0.05,3200,160.0,3040.0,2011.97,1028.03
O00742,2025-09-18,C0059,P006,North,2.0,3200,0.02,6400,128.0,6272.0,3938.04,2333.96
O00743,2024-10-30,C0009,P006,South,1.0,3200,0.02,3200,64.0,3136.0,2511.73,624.27
O00744,2024-09-29,C0078,P012,North,3.0,14500,0.05,43500,2175.0,41325.0,29372.88,11952.12
O00745,2025-06-02,C0004,P009,North,5.0,1800,0.0,9000,0.0,9000.0,6611.01,2388.99
O00746,2024-04-22,C0064,P008,West,3.0,12000,0.05,36000,1800.0,34200.0,29151.8,5048.2
O00747,2024-06-24,C0041,P002,West,5.0,65000,0.05,325000,16250.0,308750.0,205003.73,103746.27
O00748,2025-03-15,C0089,P009,North,5.0,1800,0.1,9000,900.0,8100.0,6799.71,1300.29
O00749,2025-05-03,C0031,P003,North,1.0,42000,0.15,42000,6300.0,35700.0,23358.15,12341.85
O00750,2024-03-28,C0064,P005,South,3.0,4500,0.1,13500,1350.0,12150.0,7804.5,4345.5
O00751,2025-01-06,C0044,P007,West,3.0,9000,0.05,27000,1350.0,25650.0,16030.0,9620.0
O00752,2024-09-23,C0053,P003,West,2.0,42000,0.0,84000,0.0,84000.0,53285.65,30714.35
O00753,2025-01-01,C0094,P006,North,5.0,3200,0.05,16000,800.0,15200.0,10540.9,4659.1
O00754,2025-12-01,C0072,P005,North,2.0,4500,0.1,9000,900.0,8100.0,6109.15,1990.85
O00755,2024-02-26,C0042,P013,South,1.0,10500,0.1,10500,1050.0,9450.0,6470.51,2979.49
O00756,2025-12-28,C0045,P013,West,3.0,10500,0.1,31500,3150.0,28350.0,17888.16,10461.84
O00757,2024-11-24,C0071,P001,West,2.0,85000,0.0,170000,0.0,170000.0,124598.31,45401.69
O00758,2025-07-18,C0035,P010,North,2.0,1200,0.05,2400,120.0,2280.0,1335.33,944.67
O00759,2024-11-06,C0017,P010,East,3.0,1200,0.1,3600,360.0,3240.0,2766.81,473.19
O00760,2024-08-15,C0047,P006,North,4.0,3200,0.05,12800,640.0,12160.0,10251.16,1908.84
O00761,2025-07-17,C0007,P008,East,2.0,12000,0.05,24000,1200.0,22800.0,17803.19,4996.81
O00762,2025-05-17,C0017,P012,West,2.0,14500,0.05,29000,1450.0,27550.0,20616.37,6933.63
O00763,2024-04-15,C0043,P006,South,1.0,3200,0.05,3200,160.0,3040.0,2327.66,712.34
O00764,2025-05-30,C0080,P001,North,2.0,85000,0.02,170000,3400.0,166600.0,123436.99,43163.01
O00765,2025-07-04,C0079,P006,East,3.0,3200,0.0,9600,0.0,9600.0,7694.98,1905.02
O00766,2024-10-10,C0027,P004,South,4.0,22000,0.1,88000,8800.0,79200.0,71311.91,7888.09
O00767,2025-11-07,C0043,P006,West,2.0,3200,0.1,6400,640.0,5760.0,4257.36,1502.64
O00768,2025-04-13,C0016,P004,South,1.0,22000,0.1,22000,2200.0,19800.0,15765.45,4034.55
O00769,2024-08-31,C0076,P003,West,3.0,42000,0.02,126000,2520.0,123480.0,96611.5,26868.5
O00770,2024-01-08,C0025,P015,North,4.0,500,0.0,2000,0.0,2000.0,1100.56,899.44
O00771,2025-05-08,C0080,P002,North,1.0,65000,0.02,65000,1300.0,63700.0,44999.13,18700.87
O00772,2024-06-01,C0085,P011,North,3.0,2200,0.1,6600,660.0,5940.0,4793.43,1146.57
O00773,2025-07-07,C0069,P011,North,1.0,2200,0.05,2200,110.0,2090.0,1636.02,453.98
O00774,2025-01-18,C0034,P010,North,3.0,1200,0.15,3600,540.0,3060.0,2338.46,721.54
O00775,2024-12-07,C0096,P014,East,4.0,700,0.02,2800,56.0,2744.0,1763.51,980.49
O00776,2024-04-29,C0069,P001,North,4.0,85000,0.05,340000,17000.0,323000.0,203720.69,119279.31
O00777,2025-06-04,C0065,P005,North,4.0,4500,0.1,18000,1800.0,16200.0,12610.98,3589.02
O00778,2024-05-01,C0086,P003,North,4.0,42000,0.0,168000,0.0,168000.0,134099.6,33900.4
O00779,2024-11-01,C0089,P009,North,2.0,1800,0.15,3600,540.0,3060.0,2850.89,209.11
O00780,2025-09-03,C0008,P010,West,5.0,1200,0.05,6000,300.0,5700.0,3883.14,1816.86
O00781,2025-11-03,C0089,P014,West,2.0,700,0.0,1400,0.0,1400.0,867.47,532.53
O00782,2025-12-24,C0077,P006,North,2.0,3200,0.0,6400,0.0,6400.0,4883.04,1516.96
O00783,2025-12-01,C0021,P004,West,4.0,22000,0.1,88000,8800.0,79200.0,65625.53,13574.47
O00784,2025-02-10,C0031,P014,East,2.0,700,0.05,1400,70.0,1330.0,961.02,368.98
O00785,2024-05-26,C0076,P011,West,1.0,2200,0.1,2200,220.0,1980.0,1441.08,538.92
O00786,2025-09-05,C0022,P012,South,4.0,14500,0.1,58000,5800.0,52200.0,33838.68,18361.32
O00787,2025-08-08,C0046,P007,North,4.0,9000,0.02,36000,720.0,35280.0,27431.55,7848.45
O00788,2025-12-24,C0069,P007,South,3.0,9000,0.1,27000,2700.0,24300.0,19351.32,4948.68
O00789,2025-04-20,C0066,P006,West,1.0,3200,0.1,3200,320.0,2880.0,2085.63,794.37
O00790,2024-04-13,C0091,P012,East,4.0,14500,0.0,58000,0.0,58000.0,46288.22,11711.78
O00791,2025-01-02,C0012,P004,South,1.0,22000,0.1,22000,2200.0,19800.0,16018.46,3781.54
O00792,2024-11-23,C0030,P015,North,3.0,500,0.02,1500,30.0,1470.0,1201.34,268.66
O00793,2025-09-08,C0099,P003,East,3.0,42000,0.02,126000,2520.0,123480.0,85439.51,38040.49
O00794,2024-10-13,C0057,P007,West,4.0,9000,0.02,36000,720.0,35280.0,24218.89,11061.11
O00795,2024-08-28,C0025,P005,South,5.0,4500,0.1,22500,2250.0,20250.0,18068.73,2181.27
O00796,2024-02-28,C0029,P010,East,1.0,1200,0.0,1200,0.0,1200.0,970.97,229.03
O00797,2025-09-02,C0034,P011,South,1.0,2200,0.02,2200,44.0,2156.0,1780.7,375.3
O00798,2025-07-06,C0056,P014,South,3.0,700,0.05,2100,105.0,1995.0,1619.31,375.69
O00799,2024-01-31,C0029,P012,South,5.0,14500,0.0,72500,0.0,72500.0,48926.6,23573.4
O00800,2024-11-13,C0063,P004,West,1.0,22000,0.1,22000,2200.0,19800.0,13349.18,6450.82
O00801,2024-12-16,C0045,P004,West,3.0,22000,0.1,66000,6600.0,59400.0,43132.92,16267.08
O00802,2024-12-09,C0062,P014,South,3.0,700,0.0,2100,0.0,2100.0,1687.01,412.99
O00803,2025-11-02,C0016,P008,South,2.0,12000,0.0,24000,0.0,24000.0,15555.83,8444.17
O00804,2024-04-20,C0063,P002,South,4.0,65000,0.15,260000,39000.0,221000.0,196121.56,24878.44
O00805,2024-08-11,C0093,P013,North,2.0,10500,0.0,21000,0.0,21000.0,16783.43,4216.57
O00806,2024-05-12,C0014,P010,North,3.0,1200,0.0,3600,0.0,3600.0,2923.22,676.78
O00807,2024-06-27,C0033,P001,North,5.0,85000,0.15,425000,63750.0,361250.0,342495.61,18754.39
O00808,2025-10-25,C0070,P012,South,2.0,14500,0.1,29000,2900.0,26100.0,20296.1,5803.9
O00809,2025-11-18,C0062,P010,North,1.0,1200,0.05,1200,60.0,1140.0,819.37,320.63
O00810,2024-02-02,C0068,P010,South,5.0,1200,0.05,6000,300.0,5700.0,4899.98,800.02
O00811,2025-04-07,C0056,P013,West,2.0,10500,0.1,21000,2100.0,18900.0,12787.08,6112.92
O00812,2024-06-19,C0069,P008,North,4.0,12000,0.05,48000,2400.0,45600.0,28830.39,16769.61
O00813,2024-05-20,C0061,P007,East,4.0,9000,0.05,36000,1800.0,34200.0,29162.13,5037.87
O00814,2024-08-01,C0008,P010,West,3.0,1200,0.1,3600,360.0,3240.0,2649.9,590.1
O00815,2024-05-22,C0076,P003,East,1.0,42000,0.05,42000,2100.0,39900.0,29181.69,10718.31
O00816,2024-12-24,C0045,P003,North,5.0,42000,0.05,210000,10500.0,199500.0,122987.22,76512.78
O00817,2025-12-28,C0006,P013,South,4.0,10500,0.02,42000,840.0,41160.0,28920.14,12239.86
O00818,2025-03-04,C0041,P004,East,3.0,22000,0.05,66000,3300.0,62700.0,53126.02,9573.98
O00819,2025-06-12,C0044,P008,South,5.0,12000,0.05,60000,3000.0,57000.0,42766.84,14233.16
O00820,2024-12-26,C0009,P005,North,4.0,4500,0.02,18000,360.0,17640.0,11866.5,5773.5
O00821,2024-01-11,C0100,P004,South,4.0,22000,0.02,88000,1760.0,86240.0,61494.21,24745.79
O00822,2024-03-02,C0023,P009,South,1.0,1800,0.1,1800,180.0,1620.0,1420.67,199.33
O00823,2024-07-15,C0034,P013,North,4.0,10500,0.02,42000,840.0,41160.0,33451.7,7708.3
O00824,2024-06-27,C0045,P007,East,2.0,9000,0.0,18000,0.0,18000.0,11844.43,6155.57
O00825,2025-09-06,C0084,P003,North,1.0,42000,0.02,42000,840.0,41160.0,29995.41,11164.59
O00826,2025-09-08,C0075,P004,South,2.0,22000,0.0,44000,0.0,44000.0,27516.93,16483.07
O00827,2025-09-16,C0078,P003,West,1.0,42000,0.1,42000,4200.0,37800.0,28215.31,9584.69
O00828,2025-04-11,C0024,P014,North,1.0,700,0.02,700,14.0,686.0,426.56,259.44
O00829,2025-02-10,C0085,P005,East,4.0,4500,0.02,18000,360.0,17640.0,12482.96,5157.04
O00830,2025-04-19,C0083,P006,South,3.0,3200,0.1,9600,960.0,8640.0,6778.8,1861.2
O00831,2024-10-24,C0047,P002,North,2.0,65000,0.0,130000,0.0,130000.0,83358.07,46641.93
O00832,2025-05-04,C0055,P007,West,1.0,9000,0.0,9000,0.0,9000.0,5611.25,3388.75
O00833,2025-08-03,C0004,P014,South,4.0,700,0.1,2800,280.0,2520.0,1654.18,865.82
O00834,2025-07-11,C0077,P007,North,4.0,9000,0.05,36000,1800.0,34200.0,21156.36,13043.64
O00835,2025-03-24,C0097,P010,West,3.0,1200,0.1,3600,360.0,3240.0,2671.54,568.46
O00836,2024-02-12,C0048,P003,East,1.0,42000,0.1,42000,4200.0,37800.0,25613.37,12186.63
O00837,2025-06-13,C0055,P003,East,1.0,42000,0.1,42000,4200.0,37800.0,24437.86,13362.14
O00838,2024-09-24,C0050,P011,North,1.0,2200,0.0,2200,0.0,2200.0,1803.33,396.67
O00839,2025-06-27,C0009,P001,North,1.0,85000,0.1,85000,8500.0,76500.0,52715.08,23784.92
O00840,2025-01-29,C0062,P007,East,5.0,9000,0.05,45000,2250.0,42750.0,35636.99,7113.01
O00841,2025-10-06,C0073,P005,North,2.0,4500,0.0,9000,0.0,9000.0,6430.32,2569.68
O00842,2024-09-04,C0093,P001,North,4.0,85000,0.1,340000,34000.0,306000.0,252643.44,53356.56
O00843,2025-11-11,C0093,P008,West,5.0,12000,0.02,60000,1200.0,58800.0,42086.89,16713.11
O00844,2025-09-09,C0050,P015,North,5.0,500,0.1,2500,250.0,2250.0,1497.05,752.95
O00845,2024-08-30,C0096,P002,North,2.0,65000,0.05,130000,6500.0,123500.0,101231.51,22268.49
O00846,2024-12-18,C0053,P013,North,3.0,10500,0.05,31500,1575.0,29925.0,24366.91,5558.09
O00847,2025-01-23,C0065,P009,South,3.0,1800,0.0,5400,0.0,5400.0,3479.84,1920.16
O00848,2025-07-15,C0061,P011,East,1.0,2200,0.1,2200,220.0,1980.0,1663.73,316.27
O00849,2025-05-18,C0100,P002,West,4.0,65000,0.05,260000,13000.0,247000.0,181121.43,65878.57
O00850,2025-09-14,C0074,P014,North,3.0,700,0.0,2100,0.0,2100.0,1670.43,429.57
O00851,2024-09-27,C0013,P001,North,2.0,85000,0.0,170000,0.0,170000.0,130349.64,39650.36
O00852,2025-01-04,C0008,P014,South,3.0,700,0.1,2100,210.0,1890.0,1178.24,711.76
O00853,2024-11-10,C0041,P010,South,4.0,1200,0.0,4800,0.0,4800.0,3779.54,1020.46
O00854,2025-10-26,C0052,P006,South,1.0,3200,0.05,3200,160.0,3040.0,2596.84,443.16
O00855,2024-08-10,C0067,P001,West,4.0,85000,0.05,340000,17000.0,323000.0,255129.94,67870.06
O00856,2025-03-05,C0049,P010,South,5.0,1200,0.02,6000,120.0,5880.0,3494.26,2385.74
O00857,2024-03-28,C0052,P002,South,4.0,65000,0.05,260000,13000.0,247000.0,199677.79,47322.21
O00858,2025-09-13,C0093,P010,West,4.0,1200,0.0,4800,0.0,4800.0,3479.15,1320.85
O00859,2024-10-07,C0034,P012,North,1.0,14500,0.1,14500,1450.0,13050.0,9301.51,3748.49
O00860,2024-09-05,C0050,P005,West,4.0,4500,0.1,18000,1800.0,16200.0,14196.39,2003.61
O00861,2025-03-02,C0056,P004,South,4.0,22000,0.02,88000,1760.0,86240.0,61837.86,24402.14
O00862,2024-12-30,C0047,P004,South,3.0,22000,0.05,66000,3300.0,62700.0,51499.18,11200.82
O00863,2025-09-11,C0097,P004,West,3.0,22000,0.05,66000,3300.0,62700.0,48241.43,14458.57
O00864,2025-01-23,C0097,P002,South,4.0,65000,0.15,260000,39000.0,221000.0,163253.83,57746.17
O00865,2025-01-12,C0052,P004,South,1.0,22000,0.02,22000,440.0,21560.0,17891.61,3668.39
O00866,2024-03-17,C0046,P010,North,2.0,1200,0.05,2400,120.0,2280.0,1690.01,589.99
O00867,2024-01-17,C0059,P005,East,4.0,4500,0.1,18000,1800.0,16200.0,12411.43,3788.57
O00868,2024-10-18,C0019,P012,East,5.0,14500,0.0,72500,0.0,72500.0,47773.7,24726.3
O00869,2025-12-30,C0043,P013,North,2.0,10500,0.05,21000,1050.0,19950.0,12323.07,7626.93
O00870,2025-11-01,C0022,P012,East,3.0,14500,0.0,43500,0.0,43500.0,31984.57,11515.43
O00871,2025-04-04,C0015,P009,East,5.0,1800,0.05,9000,450.0,8550.0,5996.84,2553.16
O00872,2025-04-06,C0010,P005,South,1.0,4500,0.02,4500,90.0,4410.0,3610.55,799.45
O00873,2024-10-13,C0059,P014,North,2.0,700,0.15,1400,210.0,1190.0,1134.81,55.19
O00874,2024-05-09,C0001,P004,South,1.0,22000,0.02,22000,440.0,21560.0,16659.79,4900.21
O00875,2024-01-07,C0065,P007,North,2.0,9000,0.0,18000,0.0,18000.0,11078.52,6921.48
O00876,2024-09-04,C0044,P007,North,4.0,9000,0.1,36000,3600.0,32400.0,26759.32,5640.68
O00877,2024-08-19,C0037,P012,South,2.0,14500,0.1,29000,2900.0,26100.0,16109.9,9990.1
O00878,2024-05-20,C0077,P009,North,5.0,1800,0.05,9000,450.0,8550.0,6958.15,1591.85
O00879,2024-07-08,C0054,P012,North,5.0,14500,0.05,72500,3625.0,68875.0,49537.58,19337.42
O00880,2024-01-19,C0074,P014,East,5.0,700,0.02,3500,70.0,3430.0,2810.22,619.78
O00881,2025-03-20,C0071,P006,North,4.0,3200,0.05,12800,640.0,12160.0,8345.54,3814.46
O00882,2025-11-08,C0004,P014,West,4.0,700,0.0,2800,0.0,2800.0,1738.96,1061.04
O00883,2025-05-19,C0022,P003,West,3.0,42000,0.0,126000,0.0,126000.0,103151.82,22848.18
O00884,2024-11-23,C0057,P014,East,5.0,700,0.1,3500,350.0,3150.0,2426.49,723.51
O00885,2024-11-03,C0098,P003,West,1.0,42000,0.05,42000,2100.0,39900.0,32888.49,7011.51
O00886,2024-08-12,C0016,P013,West,4.0,10500,0.0,42000,0.0,42000.0,33431.39,8568.61
O00887,2024-04-14,C0011,P006,North,1.0,3200,0.0,3200,0.0,3200.0,2207.96,992.04
O00888,2025-03-13,C0095,P015,East,2.0,500,0.1,1000,100.0,900.0,673.04,226.96
O00889,2025-02-18,C0097,P002,North,2.0,65000,0.0,130000,0.0,130000.0,90906.3,39093.7
O00890,2024-01-06,C0017,P007,East,4.0,9000,0.02,36000,720.0,35280.0,28040.03,7239.97
O00891,2024-10-30,C0041,P014,South,4.0,700,0.0,2800,0.0,2800.0,2269.28,530.72
O00892,2024-07-22,C0063,P001,North,1.0,85000,0.0,85000,0.0,85000.0,54284.99,30715.01
O00893,2024-05-04,C0020,P004,North,4.0,22000,0.02,88000,1760.0,86240.0,65949.86,20290.14
O00894,2025-05-28,C0033,P002,West,2.0,65000,0.15,130000,19500.0,110500.0,81516.64,28983.36
O00895,2025-01-19,C0040,P005,North,1.0,4500,0.02,4500,90.0,4410.0,3217.31,1192.69
O00896,2025-04-08,C0065,P006,North,3.0,3200,0.05,9600,480.0,9120.0,7366.01,1753.99
O00897,2025-06-05,C0031,P010,North,3.0,1200,0.05,3600,180.0,3420.0,2841.66,578.34
O00898,2025-12-18,C0042,P004,South,2.0,22000,0.05,44000,2200.0,41800.0,29530.75,12269.25
